# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
2560,tilt_static,0.639160,0.052490,0.792725,43.692,0.167939,0.961832,-0.053435,223,-62,392
2580,tilt_static,0.637207,0.047852,0.796875,43.733,0.259542,0.984733,-0.030534,223,-62,392
2601,tilt_static,0.637939,0.052979,0.794434,43.718,0.213740,1.076336,-0.076336,223,-62,392
2620,tilt_static,0.638184,0.048584,0.790039,43.748,0.152672,1.068702,-0.045802,223,-62,392
2640,tilt_static,0.637939,0.052002,0.797607,43.718,0.259542,1.022901,-0.015267,223,-62,392
2660,tilt_static,0.636963,0.047363,0.795654,43.730,0.290076,1.022901,-0.053435,223,-62,392
2680,tilt_static,0.635498,0.056396,0.796143,43.718,0.236641,0.969466,-0.152672,223,-62,392
2700,tilt_static,0.642090,0.050537,0.799072,43.721,0.320611,0.923664,-0.091603,223,-62,392
2720,tilt_static,0.637939,0.051270,0.796631,43.730,0.282443,0.885496,-0.167939,223,-62,392
2740,tilt_static,0.637939,0.049316,0.798340,43.706,0.183206,0.931298,-0.152672,223,-62,392
2760,tilt_static,0.640625,0.053223,0.791748,43.718,0.137405,0.946565,-0.083969,222,-61,390
2780,tilt_static,0.640137,0.050293,0.800537,43.733,0.236641,0.938931,-0.206107,222,-61,390
2800,tilt_static,0.640625,0.052490,0.795166,43.721,0.152672,1.022901,-0.152672,222,-61,390
2820,tilt_static,0.634766,0.049561,0.799316,43.721,0.259542,1.007634,-0.152672,222,-61,390
2840,tilt_static,0.644287,0.052002,0.791992,43.715,0.229008,0.893130,-0.053435,223,-63,391
2860,tilt_static,0.627686,0.054932,0.776611,43.709,0.358779,1.175573,-0.198473,223,-63,391
2880,tilt_static,0.647217,0.059570,0.826904,43.727,0.305344,0.763359,-0.122137,223,-63,391
2900,tilt_static,0.643066,0.050049,0.781250,43.739,0.244275,0.984733,-0.183206,223,-62,391
2921,tilt_static,0.637695,0.048584,0.803467,43.709,0.290076,0.931298,-0.053435,223,-62,391
2940,tilt_static,0.637939,0.051025,0.793701,43.709,0.213740,0.916031,-0.091603,223,-62,391
2960,tilt_static,0.641846,0.051758,0.801025,43.724,0.236641,0.992366,-0.007634,223,-61,393
2981,tilt_static,0.641602,0.055908,0.799316,43.704,0.419847,0.877863,-0.045802,223,-61,393
3000,tilt_static,0.638184,0.053223,0.789063,43.736,0.236641,1.007634,0.007634,223,-61,393
3020,tilt_static,0.636963,0.049805,0.794189,43.721,0.175573,1.038168,-0.053435,223,-61,393
3040,tilt_static,0.639893,0.051025,0.799072,43.727,0.229008,0.969466,-0.152672,222,-62,390
3060,tilt_static,0.639160,0.049072,0.798096,43.724,0.190840,1.061069,-0.206107,222,-62,390
3080,tilt_static,0.639893,0.050537,0.793701,43.701,0.206107,0.938931,-0.061069,222,-62,390
3100,tilt_static,0.641113,0.051758,0.788330,43.742,0.206107,0.992366,-0.137405,224,-63,391
3120,tilt_static,0.639893,0.049805,0.795654,43.721,0.190840,1.007634,-0.061069,224,-63,391
3140,tilt_static,0.639160,0.052734,0.795410,43.724,0.335878,0.938931,-0.114504,224,-63,391
3160,tilt_static,0.635010,0.047363,0.790283,43.730,0.282443,0.908397,-0.007634,223,-61,390
3180,tilt_static,0.648438,0.044922,0.800293,43.742,0.167939,1.015267,-0.099237,223,-61,390
3200,tilt_static,0.648193,0.047852,0.796631,43.709,0.305344,0.801527,-0.045802,223,-61,390
