t,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1595.859,1.0085,-0.019,0.0601,0.55,1.153,0.099,41.75
1595.884,1.0051,-0.0183,0.0642,0.71,1.229,0.191,41.89
1595.909,1.0073,-0.0168,0.0598,0.542,1.107,-0.13,41.61
1595.934,1.0027,-0.0178,0.0671,0.855,1.382,-0.115,41.89
1595.959,1.0105,-0.0164,0.0605,0.672,1.221,0.153,41.75
1595.984,1.0039,-0.0173,0.0598,0.588,1.13,0.183,41.89
1596.009,1.0066,-0.0188,0.0645,0.557,1.26,0.015,41.75
1596.034,1.0056,-0.0144,0.063,0.626,0.855,-0.046,41.8
1596.059,1.0068,-0.021,0.0625,0.641,1.137,-0.023,41.71
1596.084,1.009,-0.0146,0.062,0.634,1.031,-0.061,41.89
1596.109,1.0063,-0.0203,0.0659,0.802,1.092,0.115,41.75
1596.134,1.0056,-0.0166,0.0637,0.534,1.282,0.023,41.75
1596.159,1.0071,-0.0183,0.0674,0.679,0.954,0.137,41.75
1596.184,1.0042,-0.02,0.0554,0.878,0.824,0.122,42.08
1596.209,1.0059,-0.0173,0.0654,0.496,1.214,-0.16,41.89
1596.234,1.0042,-0.0178,0.0613,0.748,1.13,-0.015,41.94
1596.259,1.0071,-0.0164,0.0625,0.763,1.16,0.061,41.75
1596.284,1.0032,-0.0168,0.0618,0.733,1.122,0.366,41.8
